"","Heterogeneity_Level_Name","Heterogeneity_Level","Replicates","Prior_Setting","Variable_Name","TESS","looic","log.MSE","per.bias","width_hpd_95","coverage_95","Sample_Size"
"1","50% less",2,26,"Complete Pooling","Intercept",304,1139.8285288296,3.19930796418295,22.1841258396106,2.32891264649059,FALSE,100
"2","50% less",2,26,"Complete Pooling","Age",304,1139.8285288296,-10.3278140390479,121.732429302511,0.0231102428942833,TRUE,100
"3","50% less",2,26,"Complete Pooling","Female",304,1139.8285288296,-6.42665130039415,2.06721643217768,0.63813498994965,TRUE,100
"4","50% less",2,26,"Complete Pooling","BMI",304,1139.8285288296,-7.79184456987732,-3.65878728625852,0.0672298928131739,TRUE,100
"5","50% less",2,26,"Complete Pooling","Liver_Mets",304,1139.8285288296,-10.9564883656374,0.0930169846356061,0.54492279816719,TRUE,100
"6","50% less",2,26,"Complete Pooling","Hepatic_Imp",304,1139.8285288296,-5.09095572168396,0.308745112577577,0.606097495846083,TRUE,100
"7","50% less",2,26,"Complete Pooling","Num_Mets_MoreThan2",304,1139.8285288296,-3.62879658953352,0.840286285628557,0.821410080295556,TRUE,100
"8","50% less",2,26,"Non-Informative","Intercept",44.6640542869186,758.312550565329,2.69702552918386,17.2573089905875,6.10266001555537,FALSE,100
"9","50% less",2,26,"Non-Informative","Age",39.8766714434763,758.312550565329,-10.4642601675658,113.704430826221,0.0637771654628399,TRUE,100
"10","50% less",2,26,"Non-Informative","Female",51.7167608485486,758.312550565329,-4.18069364575938,-6.35461811571163,1.55748365921545,TRUE,100
"11","50% less",2,26,"Non-Informative","BMI",49.7597238166596,758.312550565329,-7.58600949845428,-4.05539983500272,0.165719945952008,TRUE,100
"12","50% less",2,26,"Non-Informative","Liver_Mets",63.3529816181807,758.312550565329,-3.52765414106675,3.81692047939258,1.19173329117411,TRUE,100
"13","50% less",2,26,"Non-Informative","Hepatic_Imp",51.8920401169089,758.312550565329,-1.24050221523022,-2.1169736227691,1.47646290446487,TRUE,100
"14","50% less",2,26,"Non-Informative","Num_Mets_MoreThan2",49.620730059186,758.312550565329,-4.29929845483587,0.600937969670641,2.03064897759802,TRUE,100
"15","50% less",2,26,"PP(0)","Intercept",22.5124600833883,1417.32447009179,2.30591430447765,14.1920244871357,8.68746319361667,TRUE,100
"16","50% less",2,26,"PP(0)","Age",40.5563848744164,1417.32447009179,-10.4501804211409,114.507719811668,0.0640870949667702,TRUE,100
"17","50% less",2,26,"PP(0)","Female",50.0141208090873,1417.32447009179,-4.14534977607249,-6.46791464898316,1.589433263355,TRUE,100
"18","50% less",2,26,"PP(0)","BMI",51.8548846506891,1417.32447009179,-7.61014021308315,-4.00676398141993,0.161930290641951,TRUE,100
"19","50% less",2,26,"PP(0)","Liver_Mets",62.7520175577584,1417.32447009179,-3.53380426918753,3.80520123235749,1.1977609437321,TRUE,100
"20","50% less",2,26,"PP(0)","Hepatic_Imp",51.037552919468,1417.32447009179,-1.23759536102493,-2.12005272669253,1.48544048918241,TRUE,100
"21","50% less",2,26,"PP(0)","Num_Mets_MoreThan2",49.8820441998338,1417.32447009179,-4.24455738111093,0.617613127535023,2.01151135627955,TRUE,100
"22","50% less",2,26,"PP(0.5)","Intercept",34.222336100926,1160.19425095373,2.64152996530637,16.7850394610164,7.08323988957672,FALSE,100
"23","50% less",2,26,"PP(0.5)","Age",146.855547392615,1160.19425095373,-9.71824999826508,165.109262893096,0.0331333355029555,TRUE,100
"24","50% less",2,26,"PP(0.5)","Female",156.473508914697,1160.19425095373,-7.46251823397446,-1.23154504688739,0.884508084746817,TRUE,100
"25","50% less",2,26,"PP(0.5)","BMI",154.656710020421,1160.19425095373,-7.10278776842302,-5.16373497843141,0.0948931034209807,TRUE,100
"26","50% less",2,26,"PP(0.5)","Liver_Mets",152.928855749039,1160.19425095373,-5.69171566517393,1.29357949522816,0.762260971534723,TRUE,100
"27","50% less",2,26,"PP(0.5)","Hepatic_Imp",159.850313309962,1160.19425095373,-10.70623818363,-0.0186318936964255,0.841068562129615,TRUE,100
"28","50% less",2,26,"PP(0.5)","Num_Mets_MoreThan2",157.08507655332,1160.19425095373,-3.41345047229354,0.935813035957967,1.13551049150609,TRUE,100
"29","50% less",2,26,"PP(1)","Intercept",37.0738679462221,1139.69933838209,2.89218800052887,19.0262004252267,6.97119717183997,FALSE,100
"30","50% less",2,26,"PP(1)","Age",304.341353742163,1139.69933838209,-10.2885450959498,124.146200236205,0.0228407637136148,TRUE,100
"31","50% less",2,26,"PP(1)","Female",309.996373490774,1139.69933838209,-6.51387832044646,1.97899565991989,0.635048088562347,TRUE,100
"32","50% less",2,26,"PP(1)","BMI",305.681183547641,1139.69933838209,-7.77292709410439,-3.69355898512931,0.0665099248201948,TRUE,100
"33","50% less",2,26,"PP(1)","Liver_Mets",302.915753568378,1139.69933838209,-10.3681170387472,0.124831867314838,0.542231627725373,TRUE,100
"34","50% less",2,26,"PP(1)","Hepatic_Imp",312.985434803288,1139.69933838209,-5.03256908084133,0.317891261244049,0.594352140742622,TRUE,100
"35","50% less",2,26,"PP(1)","Num_Mets_MoreThan2",300.733199011478,1139.69933838209,-3.60372555778573,0.850886005376026,0.826662800341276,TRUE,100
"36","50% less",2,26,"BDB(0.1, 0.1)","Intercept",180.564345490761,2828.49317177653,3.51305028173044,25.9519860294549,3.0350306206173,FALSE,100
"37","50% less",2,26,"BDB(0.1, 0.1)","Age",181.798524845173,2828.49317177653,-12.8195684560982,35.0210120338303,0.0298134731229552,TRUE,100
"38","50% less",2,26,"BDB(0.1, 0.1)","Female",179.287540804927,2828.49317177653,-2.13499040618905,17.6729183415939,0.830406388167447,TRUE,100
"39","50% less",2,26,"BDB(0.1, 0.1)","BMI",139.648781091108,2828.49317177653,-10.6711608402809,-0.867164673636376,0.0982043729020013,TRUE,100
"40","50% less",2,26,"BDB(0.1, 0.1)","Liver_Mets",178.372057036524,2828.49317177653,-5.93791550201267,-1.14375105475687,0.706280215150554,TRUE,100
"41","50% less",2,26,"BDB(0.1, 0.1)","Hepatic_Imp",212.841993052341,2828.49317177653,-4.75828573384656,0.364618299654026,0.720891462902906,TRUE,100
"42","50% less",2,26,"BDB(0.1, 0.1)","Num_Mets_MoreThan2",237.665710505583,2828.49317177653,-4.42531450479667,0.564242256663026,0.92113027358108,TRUE,100
"43","50% less",2,26,"BDB(1, 1)","Intercept",173.888868936194,2890.38417768975,3.52071283824478,26.0516060233607,3.12029760597929,FALSE,100
"44","50% less",2,26,"BDB(1, 1)","Age",172.404210905731,2890.38417768975,-12.948544132678,32.8338628532141,0.0306924022244879,TRUE,100
"45","50% less",2,26,"BDB(1, 1)","Female",173.372282462337,2890.38417768975,-2.05075528376849,18.4331558585994,0.836465282652227,TRUE,100
"46","50% less",2,26,"BDB(1, 1)","BMI",132.606024115148,2890.38417768975,-10.8305111108723,-0.800753979697583,0.101210669734623,TRUE,100
"47","50% less",2,26,"BDB(1, 1)","Liver_Mets",168.478227468547,2890.38417768975,-5.72221560188132,-1.27400210556023,0.732027296701811,TRUE,100
"48","50% less",2,26,"BDB(1, 1)","Hepatic_Imp",195.242504321033,2890.38417768975,-4.70307140343135,0.374824612751243,0.763149964903422,TRUE,100
"49","50% less",2,26,"BDB(1, 1)","Num_Mets_MoreThan2",231.294136581946,2890.38417768975,-4.50457091692585,0.542319594983808,0.932847241649475,TRUE,100
"50","50% less",2,26,"BDB(1, 0.1)","Intercept",193.954877183646,2767.43583717386,3.50963689930558,25.9077317778665,2.92088583465561,FALSE,100
"51","50% less",2,26,"BDB(1, 0.1)","Age",188.722400168822,2767.43583717386,-12.8598820920788,34.3221667781572,0.0292695834307688,TRUE,100
"52","50% less",2,26,"BDB(1, 0.1)","Female",186.208973021884,2767.43583717386,-2.24247265600334,16.7482253896597,0.822067996589777,TRUE,100
